currency,year,reporting,modified_currency
livre sterling,1879,dominion of canada,sterling pound
livre sterling,1880,dominion of canada,sterling pound
livre sterling,1881,dominion of canada,sterling pound
livre sterling,1882,dominion of canada,sterling pound
livre sterling,1883,dominion of canada,sterling pound
livre sterling,1884,dominion of canada,sterling pound
livre sterling,1885,dominion of canada,sterling pound
livre sterling,1886,dominion of canada,sterling pound
livre sterling,1887,dominion of canada,sterling pound
livre sterling,1888,dominion of canada,sterling pound
livre sterling,1889,dominion of canada,sterling pound
livre sterling,1891,dominion of canada,sterling pound
livre sterling,1892,dominion of canada,sterling pound
livre sterling,1893,dominion of canada,sterling pound
livre sterling,1894,dominion of canada,sterling pound
livre sterling,1895,dominion of canada,sterling pound
livre sterling,1896,dominion of canada,sterling pound
livre sterling,1897,dominion of canada,sterling pound
livre sterling,1898,dominion of canada,sterling pound
livre sterling,1900,dominion of canada,sterling pound
livre sterling,1901,dominion of canada,sterling pound
livre sterling,1902,dominion of canada,sterling pound
livre sterling,1903,dominion of canada,sterling pound
livre sterling,1904,dominion of canada,sterling pound
livre sterling,1905,dominion of canada,sterling pound
livre sterling,1906,dominion of canada,sterling pound
livre sterling,1907,dominion of canada,sterling pound
livre sterling,1908,dominion of canada,sterling pound
livre sterling,1909,dominion of canada,sterling pound
livre sterling,1910,dominion of canada,sterling pound
livre sterling,1911,dominion of canada,sterling pound
livre sterling,1912,dominion of canada,sterling pound
livre sterling,1913,dominion of canada,sterling pound
livre sterling,1914,dominion of canada,sterling pound
livre sterling,1868,dominion of canada (north america),sterling pound
livre sterling,1869,dominion of canada (north america),sterling pound
livre sterling,1870,dominion of canada (north america),sterling pound
livre sterling,1868,dominion of canada + prince edward island + british columbia and vancouver's island (north america),sterling pound
livre sterling,1869,dominion of canada + prince edward island + british columbia and vancouver's island (north america),sterling pound
livre sterling,1870,dominion of canada + prince edward island + british columbia and vancouver's island (north america),sterling pound
livre sterling,1899,dominion of new zealand,sterling pound
livre sterling,1901,dominion of new zealand,sterling pound
livre sterling,1902,dominion of new zealand,sterling pound
livre sterling,1903,dominion of new zealand,sterling pound
livre sterling,1904,dominion of new zealand,sterling pound
livre sterling,1905,dominion of new zealand,sterling pound
livre sterling,1906,dominion of new zealand,sterling pound
livre sterling,1907,dominion of new zealand,sterling pound
livre sterling,1908,dominion of new zealand,sterling pound
livre sterling,1909,dominion of new zealand,sterling pound
livre sterling,1911,dominion of new zealand,sterling pound
livre sterling,1912,dominion of new zealand,sterling pound
livre sterling,1913,dominion of new zealand,sterling pound
livre sterling,1911,east africa and uganda protectorates,sterling pound
livre sterling,1901,east africa protectorate,sterling pound
livre sterling,1902,east africa protectorate,sterling pound
livre sterling,1903,east africa protectorate,sterling pound
livre sterling,1904,east africa protectorate,sterling pound
livre sterling,1905,east africa protectorate,sterling pound
livre sterling,1906,east africa protectorate,sterling pound
livre sterling,1907,east africa protectorate,sterling pound
livre sterling,1908,east africa protectorate,sterling pound
livre sterling,1909,east africa protectorate,sterling pound
livre sterling,1910,east africa protectorate,sterling pound
livre sterling,1911,east africa protectorate,sterling pound
livre sterling,1912,east africa protectorate,sterling pound
livre sterling,1913,east africa protectorate,sterling pound
livre sterling,1914,east africa protectorate,sterling pound
sucres,1910,ecu,ecuador sucre
£,1899,ecuador,sterling pound
£,1900,ecuador,sterling pound
£,1901,ecuador,sterling pound
£,1902,ecuador,sterling pound
£,1903,ecuador,sterling pound
£,1904,ecuador,sterling pound
£,1905,ecuador,sterling pound
£,1906,ecuador,sterling pound
sucres,1907,ecuador,ecuador sucre
sucres,1908,ecuador,ecuador sucre
sucres,1909,ecuador,ecuador sucre
sucres,1910,ecuador,ecuador sucre
sucres,1911,ecuador,ecuador sucre
sucres,1912,ecuador,ecuador sucre
sucres,1913,ecuador,ecuador sucre
sucres,1914,ecuador,ecuador sucre
sucres,1915,ecuador,ecuador sucre
sucres,1916,ecuador,ecuador sucre
sucres,1917,ecuador,ecuador sucre
sucres,1918,ecuador,ecuador sucre
piastres,1910,egy,egyptian piastre
piastres,1874,egypt,egyptian piastre
piastres,1875,egypt,egyptian piastre
piastres,1876,egypt,egyptian piastre
piastres,1877,egypt,egyptian piastre
piastres,1878,egypt,egyptian piastre
piastres,1879,egypt,egyptian piastre
l.egyptian,1881,egypt,egyptian pound
livres sterling,1881,egypt,sterling pound
l.egyptian,1882,egypt,egyptian pound
livres sterling,1882,egypt,sterling pound
l.egyptian,1883,egypt,egyptian pound
livres sterling,1883,egypt,sterling pound
l.egyptian,1884,egypt,egyptian pound
livres sterling,1884,egypt,sterling pound
l.egyptian,1885,egypt,egyptian pound
livres sterling,1885,egypt,sterling pound
l.egyptian,1886,egypt,egyptian pound
livres sterling,1886,egypt,sterling pound
l.egyptian,1887,egypt,egyptian pound
livres sterling,1887,egypt,sterling pound
l.egyptian,1888,egypt,egyptian pound
livres sterling,1888,egypt,sterling pound
l.egyptian,1889,egypt,egyptian pound
livres sterling,1889,egypt,sterling pound
l.egyptian,1890,egypt,egyptian pound
livres sterling,1890,egypt,sterling pound
l.egyptian,1891,egypt,egyptian pound
livres sterling,1891,egypt,sterling pound
l.egyptian,1892,egypt,egyptian pound
livres sterling,1892,egypt,sterling pound
l.egyptian,1893,egypt,egyptian pound
livres sterling,1893,egypt,sterling pound
l.egyptian,1894,egypt,egyptian pound
livres sterling,1894,egypt,sterling pound
l.egyptian,1895,egypt,egyptian pound
livres sterling,1895,egypt,sterling pound
l.egyptian,1896,egypt,egyptian pound
livres sterling,1896,egypt,sterling pound
l.egyptian,1897,egypt,egyptian pound
livres sterling,1897,egypt,sterling pound
l.egyptian,1898,egypt,egyptian pound
livres sterling,1898,egypt,sterling pound
l.egyptian,1899,egypt,egyptian pound
livres sterling,1899,egypt,sterling pound
l.egyptian,1900,egypt,egyptian pound
livres sterling,1900,egypt,sterling pound
l. egyptian,1901,egypt,egyptian pound
l.egyptian,1901,egypt,egyptian pound
livres sterling,1901,egypt,sterling pound
l. egyptian,1902,egypt,egyptian pound
l. egyptian,1903,egypt,egyptian pound
l. egyptian,1904,egypt,egyptian pound
l. egyptian,1905,egypt,egyptian pound
l. egyptian,1906,egypt,egyptian pound
l. egyptian,1907,egypt,egyptian pound
l. egyptian,1908,egypt,egyptian pound
l. egyptian,1909,egypt,egyptian pound
l. egyptian,1910,egypt,egyptian pound
l. egyptian,1911,egypt,egyptian pound
l. egyptian,1912,egypt,egyptian pound
livre sterling,1913,egypt,sterling pound
francs,1837,egypte,french franc
francs,1838,egypte,french franc
francs,1839,egypte,french franc
francs,1840,egypte,french franc
francs,1841,egypte,french franc
piastres d'alexandrie,1841,egypte,alexandrian piastre
francs,1842,egypte,french franc
piastres d'alexandrie,1842,egypte,alexandrian piastre
francs,1843,egypte,french franc
piastres d'alexandrie,1843,egypte,alexandrian piastre
francs,1844,egypte,french franc
piastres d'alexandrie,1844,egypte,alexandrian piastre
francs,1845,egypte,french franc
piastres d'alexandrie,1845,egypte,alexandrian piastre
francs,1846,egypte,french franc
piastres d'alexandrie,1846,egypte,alexandrian piastre
piastres d'alexandrie,1847,egypte,alexandrian piastre
piastres d'alexandrie,1848,egypte,alexandrian piastre
piastres d'alexandrie,1849,egypte,alexandrian piastre
piastres d'alexandrie,1850,egypte,alexandrian piastre
piastres d'alexandrie,1851,egypte,alexandrian piastre
franc,1863,egypte,french franc
franc,1864,egypte,french franc
franc,1865,egypte,french franc
franc,1866,egypte,french franc
franc,1867,egypte,french franc
franc,1868,egypte,french franc
franc,1869,egypte,french franc
franc,1870,egypte,french franc
franc,1871,egypte,french franc
francs,1871,egypte,french franc
franc,1872,egypte,french franc
francs,1872,egypte,french franc
francs,1873,egypte,french franc
francs,1874,egypte,french franc
piastre,1874,egypte,egyptian piastre
piastres,1874,egypte,egyptian piastre
francs,1875,egypte,french franc
piastres,1875,egypte,egyptian piastre
francs,1876,egypte,french franc
franc,1877,egypte,french franc
franc*,1877,egypte,french franc
francs,1877,egypte,french franc
francs,1878,egypte,french franc
francs,1879,egypte,french franc
livre égyptienne,1880,egypte,egyptian pound
piastres,1880,egypte,egyptian piastre
piastres,1881,egypte,egyptian piastre
piastres,1882,egypte,egyptian piastre
livres egyptiennes,1883,egypte,egyptian pound
livres egyptiennes,1884,egypte,egyptian pound
livre égyptienne,1885,egypte,egyptian pound
livre égyptienne*,1885,egypte,egyptian pound
livres egyptiennes,1885,egypte,egyptian pound
l. egyptian (100 piastres),1890,egypte,egyptian pound
livre égyptienne,1890,egypte,egyptian pound
livre sterling,1910,egypte,sterling pound
£ égyptiennes,1926,egypte,egyptian pound
£ égyptiennes,1927,egypte,egyptian pound
£ égyptiennes,1928,egypte,egyptian pound
£ égyptiennes,1929,egypte,egyptian pound
£ égyptiennes,1930,egypte,egyptian pound
£ égyptiennes,1931,egypte,egyptian pound
£ égyptiennes,1932,egypte,egyptian pound
£ égyptiennes,1933,egypte,egyptian pound
£ égyptiennes,1934,egypte,egyptian pound
£ égyptiennes,1935,egypte,egyptian pound
£ égyptiennes,1936,egypte,egyptian pound
£ égyptiennes,1937,egypte,egyptian pound
£ égyptiennes,1938,egypte,egyptian pound
francs,1835,egypte (alep),french franc
francs,1837,egypte (alep),french franc
francs,1834,egypte (alexandrie),french franc
francs,1835,egypte (alexandrie),french franc
francs,1836,egypte (alexandrie),french franc
francs,1837,egypte (alexandrie),french franc
francs,1838,egypte (alexandrie),french franc
franc,1839,egypte (alexandrie),french franc
francs,1839,egypte (alexandrie),french franc
francs,1840,egypte (alexandrie),french franc
francs,1841,egypte (alexandrie),french franc
francs,1842,egypte (alexandrie),french franc
francs,1843,egypte (alexandrie),french franc
francs,1844,egypte (alexandrie),french franc
francs,1846,egypte (alexandrie),french franc
francs,1849,egypte (alexandrie),french franc
francs,1850,egypte (alexandrie),french franc
francs,1851,egypte (alexandrie),french franc
francs,1852,egypte (alexandrie),french franc
francs,1853,egypte (alexandrie),french franc
francs,1854,egypte (alexandrie),french franc
francs,1855,egypte (alexandrie),french franc
francs,1856,egypte (alexandrie),french franc
francs,1857,egypte (alexandrie),french franc
francs,1858,egypte (alexandrie),french franc
francs,1859,egypte (alexandrie),french franc
francs,1860,egypte (alexandrie),french franc
francs,1861,egypte (alexandrie),french franc
francs,1869,egypte (alexandrie),french franc
francs,1870,egypte (alexandrie),french franc
francs,1871,egypte (alexandrie),french franc
francs,1872,egypte (alexandrie),french franc
francs,1873,egypte (alexandrie),french franc
francs,1874,egypte (alexandrie),french franc
francs,1875,egypte (alexandrie),french franc
franc,1856,"egypte (alexandrie, djeddah, damiette et rosette)",french franc
franc,1859,"egypte (alexandrie, suez et djeddah)",french franc
franc,1839,"egypte (alexandrie, syrie, candie)",french franc
francs,1836,egypte (candie),french franc
piastres,1836,egypte (candie),egyptian piastre
francs,1837,egypte (candie),french franc
francs,1838,egypte (candie),french franc
franc,1839,egypte (candie),french franc
francs,1839,egypte (candie),french franc
francs,1855,egypte (djeddah),french franc
francs,1856,egypte (djeddah),french franc
franc,1840,egypte (port d'alexandrie),french franc
franc,1841,egypte (port d'alexandrie),french franc
franc,1842,egypte (port d'alexandrie),french franc
piastre turque,1852,egypte (port d'alexandrie),turkish piastre
piastre turque*,1852,egypte (port d'alexandrie),turkish piastre
franc,1855,egypte (port d'alexandrie),french franc
franc,1856,egypte (port d'alexandrie),french franc
franc,1859,egypte (port d'alexandrie),french franc
franc,1856,egypte (port de djeddah),french franc
franc,1859,egypte (port de djeddah),french franc
franc,1859,egypte (port de suez),french franc
franc,1856,egypte (ports de damiette et de rosette),french franc
franc,1839,egypte (syrie),french franc
francs,1835,egypte (tarsous et adana),french franc
francs,1834,egypte (tarsous),french franc
francs,1837,"egypte (tarsous, province d'adana)",french franc
francs,1834,egypte et syrie (alep),french franc
francs,1833,egypte et syrie (alexandrie),french franc
francs,1834,egypte et syrie (beyrout),french franc
francs,1836,egypte et syrie (beyrout),french franc
francs,1837,egypte et syrie (beyrout),french franc
francs,1838,egypte et syrie (beyrout),french franc
francs,1837,egypte et syrie (candie),french franc
francs,1837,egypte et syrie et caramanie,french franc
francs,1839,egypte et syrie et caramanie (alep),french franc
francs,1835,egypte et syrie et caramanie (beyrout),french franc
francs,1835,"egypte, syrie et caramanie (beyrout)",french franc
livre sterling,1929,eire,sterling pound
livre sterling,1930,eire,sterling pound
livre sterling,1931,eire,sterling pound
livre sterling,1932,eire,sterling pound
livre sterling,1933,eire,sterling pound
livre sterling,1934,eire,sterling pound
livre sterling,1935,eire,sterling pound
livre sterling,1936,eire,sterling pound
livre sterling,1937,eire,sterling pound
livre sterling,1938,eire,sterling pound
mark,1890,empire allemand,german mark
rixbankdaler,1856,enclaves (territoire de lubeck),danish rigsbankdaler
rixbankdaler,1857,enclaves (territoire de lubeck),danish rigsbankdaler
piastres,1869,equateur,ecuadorian peso
piastres,1870,equateur,ecuadorian peso
sucres,1926,equateur,ecuador sucre
sucres,1927,equateur,ecuador sucre
sucres,1928,equateur,ecuador sucre
sucres,1929,equateur,ecuador sucre
sucres,1930,equateur,ecuador sucre
sucres,1931,equateur,ecuador sucre
sucres,1932,equateur,ecuador sucre
sucres,1933,equateur,ecuador sucre
sucres,1934,equateur,ecuador sucre
sucres,1935,equateur,ecuador sucre
sucres,1936,equateur,ecuador sucre
sucres,1938,equateur,ecuador sucre
piastres,1869,equateur (esmeraldas),ecuadorian peso
piastres,1870,equateur (esmeraldas),ecuadorian peso
francs,1847,equateur (guayaquil),french franc
piastres,1853,equateur (guayaquil),ecuadorian peso
piastres,1854,equateur (guayaquil),ecuadorian peso
piastres,1855,equateur (guayaquil),ecuadorian peso
piastres,1856,equateur (guayaquil),ecuadorian peso
francs,1857,equateur (guayaquil),french franc
francs,1858,equateur (guayaquil),french franc
francs,1859,equateur (guayaquil),french franc
francs,1860,equateur (guayaquil),french franc
francs,1861,equateur (guayaquil),french franc
piastres,1869,equateur (guayaquil),ecuadorian peso
piastres,1870,equateur (guayaquil),ecuadorian peso
piastres,1869,equateur (loja),ecuadorian peso
piastres,1870,equateur (loja),ecuadorian peso
piastres,1869,equateur (manta),ecuadorian peso
piastres,1870,equateur (manta),ecuadorian peso
pesetas,1910,esp,spanish peseta
franc,1839,espagne,french franc
franc,1840,espagne,french franc
francs,1840,espagne,french franc
franc,1843,espagne,french franc
francs,1843,espagne,french franc
?? real,1849,espagne,spanish real
?? real,1850,espagne,spanish real
réal,1850,espagne,spanish real
réal*,1850,espagne,spanish real
?? real,1851,espagne,spanish real
?? real,1852,espagne,spanish real
?? real,1853,espagne,spanish real
?? real,1854,espagne,spanish real
?? real,1855,espagne,spanish real
réal,1855,espagne,spanish real
?? real,1856,espagne,spanish real
?? real,1857,espagne,spanish real
?? real,1858,espagne,spanish real
réal,1858,espagne,spanish real
réaux,1858,espagne,spanish real
?? real,1859,espagne,spanish real
réal,1859,espagne,spanish real
réaux,1859,espagne,spanish real
?? real,1860,espagne,spanish real
réal,1860,espagne,spanish real
réaux,1860,espagne,spanish real
?? real,1861,espagne,spanish real
réaux,1861,espagne,spanish real
?? real,1862,espagne,spanish real
réaux,1862,espagne,spanish real
?? real,1863,espagne,spanish real
réaux,1863,espagne,spanish real
?? real,1864,espagne,spanish real
réaux,1864,espagne,spanish real
escudos,1865,espagne,spanish ecu
escudos,1866,espagne,spanish ecu
écus,1867,espagne,spanish ecu
escudos,1867,espagne,spanish ecu
escudos,1868,espagne,spanish ecu
franc,1870,espagne,french franc
francs,1870,espagne,french franc
escudos,1871,espagne,spanish ecu
pesetas,1871,espagne,spanish peseta
pesetas,1872,espagne,spanish peseta
francs,1873,espagne,french franc
pesetas,1873,espagne,spanish peseta
pesetas,1874,espagne,spanish peseta
pesetas,1875,espagne,spanish peseta
francs,1876,espagne,french franc
pesetas,1876,espagne,spanish peseta
pesetas,1877,espagne,spanish peseta
pesetas,1878,espagne,spanish peseta
pesetas,1879,espagne,spanish peseta
franc,1880,espagne,french franc
francs,1880,espagne,french franc
pesetas,1880,espagne,spanish peseta
franc,1881,espagne,french franc
francs,1881,espagne,french franc
franc,1882,espagne,french franc
francs,1882,espagne,french franc
pesetas,1882,espagne,spanish peseta
pesetas,1883,espagne,spanish peseta
pesetas,1884,espagne,spanish peseta
pesetas,1885,espagne,spanish peseta
pesetas,1886,espagne,spanish peseta
pesetas,1887,espagne,spanish peseta
pesetas,1888,espagne,spanish peseta
pesetas,1889,espagne,spanish peseta
francs,1890,espagne,french franc
pesetas,1890,espagne,spanish peseta
pesetas,1891,espagne,spanish peseta
pesetas,1892,espagne,spanish peseta
pesetas,1893,espagne,spanish peseta
pesetas,1894,espagne,spanish peseta
pesetas,1895,espagne,spanish peseta
pesetas,1896,espagne,spanish peseta
pesetas,1897,espagne,spanish peseta
pesetas,1898,espagne,spanish peseta
pesetas,1899,espagne,spanish peseta
pesetas,1900,espagne,spanish peseta
pesetas,1901,espagne,spanish peseta
pesetas,1902,espagne,spanish peseta
pesetas,1903,espagne,spanish peseta
pesetas,1904,espagne,spanish peseta
pesetas,1905,espagne,spanish peseta
pesetas,1906,espagne,spanish peseta
pesetas,1907,espagne,spanish peseta
pesetas,1908,espagne,spanish peseta
pesetas,1909,espagne,spanish peseta
pesetas,1910,espagne,spanish peseta
pesetas,1911,espagne,spanish peseta
pesetas,1912,espagne,spanish peseta
pesetas,1913,espagne,spanish peseta
pesetas,1914,espagne,spanish peseta
pesetas,1926,espagne,spanish peseta
pesetas,1927,espagne,spanish peseta
pesetas,1928,espagne,spanish peseta
pesetas,1929,espagne,spanish peseta
pesetas,1930,espagne,spanish peseta
pesetas,1931,espagne,spanish peseta
pesetas,1932,espagne,spanish peseta
pesetas,1933,espagne,spanish peseta
pesetas,1934,espagne,spanish peseta
pesetas,1935,espagne,spanish peseta
francs,1834,espagne (bilbao),french franc
francs,1835,espagne (bilbao),french franc
francs,1837,espagne (bilbao),french franc
franc,1839,espagne (bilbao),french franc
francs,1839,espagne (bilbao),french franc
franc,1840,espagne (bilbao),french franc
francs,1840,espagne (bilbao),french franc
francs,1834,espagne (cadix),french franc
francs,1835,espagne (cadix),french franc
francs,1837,espagne (cadix),french franc
franc,1839,espagne (cadix),french franc
francs,1839,espagne (cadix),french franc
franc,1840,espagne (cadix),french franc
francs,1840,espagne (cadix),french franc
francs,1834,espagne (carthagène),french franc
francs,1835,espagne (carthagène),french franc
francs,1837,espagne (carthagène),french franc
franc,1839,espagne (carthagène),french franc
francs,1839,espagne (carthagène),french franc
franc,1840,espagne (carthagène),french franc
francs,1834,espagne (corogne),french franc
francs,1835,espagne (corogne),french franc
francs,1836,espagne (corogne),french franc
francs,1838,espagne (gijon),french franc
franc,1839,espagne (gijon),french franc
francs,1839,espagne (gijon),french franc
franc,1840,espagne (gijon),french franc
francs,1840,espagne (gijon),french franc
francs,1839,espagne (iles baléares),french franc
franc,1840,espagne (iles baléares),french franc
francs,1840,espagne (iles baléares),french franc
franc,1839,espagne (Îles baléares),french franc
francs,1837,espagne (la corogne),french franc
franc,1839,espagne (la corogne),french franc
francs,1839,espagne (la corogne),french franc
franc,1840,espagne (la corogne),french franc
francs,1840,espagne (la corogne),french franc
francs,1834,espagne (malaga),french franc
francs,1835,espagne (malaga),french franc
francs,1836,espagne (malaga),french franc
francs,1837,espagne (malaga),french franc
francs,1838,espagne (malaga),french franc
franc,1839,espagne (malaga),french franc
francs,1839,espagne (malaga),french franc
franc,1840,espagne (malaga),french franc
francs,1840,espagne (malaga),french franc
francs,1839,"espagne (murcie, port de cartagena)",french franc
francs,1840,"espagne (murcie, port de cartagena)",french franc
francs,1839,espagne (saint sébastian),french franc
franc,1839,espagne (saint-sébastien),french franc
franc,1840,espagne (saint-sébastien),french franc
francs,1840,espagne (san sebastian),french franc
francs,1834,espagne (santander),french franc
francs,1835,espagne (santander),french franc
francs,1836,espagne (santander),french franc
francs,1837,espagne (santander),french franc
francs,1838,espagne (santander),french franc
franc,1839,espagne (santander),french franc
francs,1839,espagne (santander),french franc
franc,1840,espagne (santander),french franc
francs,1840,espagne (santander),french franc
eesti mark,1926,estonie,estonian mark
eesti mark,1927,estonie,estonian mark
kroon,1928,estonie,estonian kroon
kroon,1929,estonie,estonian kroon
kroon,1930,estonie,estonian kroon
kroon,1931,estonie,estonian kroon
kroon,1932,estonie,estonian kroon
kroon,1933,estonie,estonian kroon
kroon,1934,estonie,estonian kroon
kroon,1935,estonie,estonian kroon
kroon,1936,estonie,estonian kroon
kroon,1937,estonie,estonian kroon
kroon,1938,estonie,estonian kroon
francs,1833,etats romains,french franc
francs,1834,etats romains,french franc
francs,1835,etats romains,french franc
francs,1836,etats romains,french franc
francs,1837,etats romains,french franc
francs,1839,etats romains,french franc
francs,1840,etats romains,french franc
francs,1841,etats romains  (civitavecchia),french franc
francs,1842,etats romains  (civitavecchia),french franc
francs,1843,etats romains  (civitavecchia),french franc
francs,1844,etats romains  (civitavecchia),french franc
francs,1845,etats romains  (civitavecchia),french franc
francs,1846,etats romains  (civitavecchia),french franc
francs,1854,etats romains  (civitavecchia),french franc
francs,1841,etats romains (ancone),french franc
francs,1842,etats romains (ancone),french franc
francs,1845,etats romains (ancone),french franc
francs,1846,etats romains (ancone),french franc
francs,1847,etats romains (ancone),french franc
francs,1851,etats romains (ancone),french franc
francs,1834,etats romains (civita-vecchia),french franc
francs,1835,etats romains (civita-vecchia),french franc
francs,1836,etats romains (civita-vecchia),french franc
francs,1839,etats romains (civita-vecchia),french franc
francs,1840,etats romains (civita-vecchia),french franc
francs,1836,etats sardes,french franc
francs,1837,etats sardes,french franc
francs,1838,etats sardes,french franc
francs,1839,etats sardes,french franc
francs,1840,etats sardes,french franc
francs,1852,etats sardes,french franc
francs,1855,etats sardes,french franc
francs,1856,etats sardes,french franc
francs,1857,etats sardes,french franc
francs,1858,etats sardes,french franc
francs,1833,etats sardes (ile de sardaigne),french franc
francs,1834,etats sardes (ile de sardaigne),french franc
francs,1835,etats sardes (ile de sardaigne),french franc
francs,1837,etats sardes (ile de sardaigne),french franc
francs,1838,etats sardes (ile de sardaigne),french franc
francs,1840,etats sardes (ile de sardaigne),french franc
francs,1833,etats-unis,french franc
francs,1834,etats-unis,french franc
francs,1835,etats-unis,french franc
francs,1836,etats-unis,french franc
dollars,1837,etats-unis,us dollar
dollars,1838,etats-unis,us dollar
dollars,1865,etats-unis,us dollar
dollars,1870,etats-unis,us dollar
dollars,1875,etats-unis,us dollar
dollars,1880,etats-unis,us dollar
dollars,1890,etats-unis,us dollar
dollars,1910,etats-unis,us dollar
$,1926,etats-unis,us dollar
$,1927,etats-unis,us dollar
$,1928,etats-unis,us dollar
$,1929,etats-unis,us dollar
$,1930,etats-unis,us dollar
$,1931,etats-unis,us dollar
$,1932,etats-unis,us dollar
$,1933,etats-unis,us dollar
$,1934,etats-unis,us dollar
$,1935,etats-unis,us dollar
$,1936,etats-unis,us dollar
$,1937,etats-unis,us dollar
$,1938,etats-unis,us dollar
dollars,1859,etats-unis (etats libres et etats à esclaves,us dollar
francs,1834,etats-unis (georgie),french franc
francs,1835,etats-unis (philadelphie),french franc
dollars,1860,"etats-unis (union américaine: ny, calif., massach., pens., maryland, maine, louisiane, vermont, michigan, illin., wisc., connect., tex., virginie, alabama, caroline du sud, autres)",us dollar
dollars,1864,"etats-unis (union américaine: ny, calif., massach., pens., maryland, maine, louisiane, vermont, michigan, illin., wisc., connect., tex., virginie, alabama, caroline du sud, autres)",us dollar
dollars,1866,"etats-unis (union américaine: ny, calif., massach., pens., maryland, maine, louisiane, vermont, michigan, illin., wisc., connect., tex., virginie, alabama, caroline du sud, autres)",us dollar
dollars,1840,etats-unis (union),us dollar
dollars,1850,etats-unis (union),us dollar
francs,1833,etats-unis (virginie),french franc
£,1871,falkland is.,sterling pound
£,1872,falkland is.,sterling pound
£,1873,falkland is.,sterling pound
£,1874,falkland is.,sterling pound
£,1875,falkland is.,sterling pound
£,1876,falkland is.,sterling pound
£,1877,falkland is.,sterling pound
£,1878,falkland is.,sterling pound
£,1879,falkland is.,sterling pound
£,1880,falkland is.,sterling pound
£,1881,falkland is.,sterling pound
£,1882,falkland is.,sterling pound
£,1883,falkland is.,sterling pound
£,1884,falkland is.,sterling pound
£,1885,falkland is.,sterling pound
£,1886,falkland is.,sterling pound
£,1887,falkland is.,sterling pound
£,1888,falkland is.,sterling pound
£,1889,falkland is.,sterling pound
£,1890,falkland is.,sterling pound
£,1891,falkland is.,sterling pound
£,1892,falkland is.,sterling pound
£,1893,falkland is.,sterling pound
£,1894,falkland is.,sterling pound
£,1895,falkland is.,sterling pound
£,1896,falkland is.,sterling pound
£,1897,falkland is.,sterling pound
£,1898,falkland is.,sterling pound
£,1899,falkland is.,sterling pound
£,1900,falkland is.,sterling pound
£,1901,falkland is.,sterling pound
£,1902,falkland is.,sterling pound
£,1903,falkland is.,sterling pound
£,1904,falkland is.,sterling pound
£,1905,falkland is.,sterling pound
£,1906,falkland is.,sterling pound
£,1907,falkland is.,sterling pound
£,1908,falkland is.,sterling pound
£,1909,falkland is.,sterling pound
£,1910,falkland is.,sterling pound
£,1911,falkland is.,sterling pound
£,1912,falkland is.,sterling pound
£,1913,falkland is.,sterling pound
livre sterling,1924,falkland islands,sterling pound
livre sterling,1925,falkland islands,sterling pound
livre sterling,1926,falkland islands,sterling pound
livre sterling,1927,falkland islands,sterling pound
livre sterling,1928,falkland islands,sterling pound
livre sterling,1929,falkland islands,sterling pound
livre sterling,1861,falkland isles,sterling pound
livre sterling,1862,falkland isles,sterling pound
livre sterling,1863,falkland isles,sterling pound
livre sterling,1864,falkland isles,sterling pound
livre sterling,1865,falkland isles,sterling pound
livre sterling,1866,falkland isles,sterling pound
livre sterling,1867,falkland isles,sterling pound
livre sterling,1868,falkland isles,sterling pound
livre sterling,1869,falkland isles,sterling pound
livre sterling,1870,falkland isles,sterling pound
£,1910,fidji,sterling pound
£,1877,fiji,sterling pound
£,1878,fiji,sterling pound
£,1879,fiji,sterling pound
£,1880,fiji,sterling pound
£,1881,fiji,sterling pound
£,1882,fiji,sterling pound
£,1883,fiji,sterling pound
£,1884,fiji,sterling pound
£,1885,fiji,sterling pound
£,1886,fiji,sterling pound
£,1887,fiji,sterling pound
£,1888,fiji,sterling pound
£,1889,fiji,sterling pound
£,1890,fiji,sterling pound
£,1891,fiji,sterling pound
£,1892,fiji,sterling pound
£,1893,fiji,sterling pound
£,1894,fiji,sterling pound
£,1895,fiji,sterling pound
£,1896,fiji,sterling pound
£,1897,fiji,sterling pound
£,1898,fiji,sterling pound
£,1899,fiji,sterling pound
£,1900,fiji,sterling pound
£,1901,fiji,sterling pound
£,1902,fiji,sterling pound
£,1903,fiji,sterling pound
£,1904,fiji,sterling pound
£,1905,fiji,sterling pound
£,1906,fiji,sterling pound
£,1907,fiji,sterling pound
£,1908,fiji,sterling pound
£,1909,fiji,sterling pound
£,1910,fiji,sterling pound
£,1911,fiji,sterling pound
£,1912,fiji,sterling pound
£,1913,fiji,sterling pound
livre sterling,1924,fiji,sterling pound
livre sterling,1925,fiji,sterling pound
livre sterling,1926,fiji,sterling pound
livre sterling,1927,fiji,sterling pound
livre sterling,1928,fiji,sterling pound
livre sterling,1929,fiji,sterling pound
livre sterling,1930,fiji,sterling pound
livre sterling,1931,fiji,sterling pound
livre sterling,1932,fiji,sterling pound
livre sterling,1933,fiji,sterling pound
livre sterling,1934,fiji,sterling pound
livre sterling,1935,fiji,sterling pound
livre sterling,1936,fiji,sterling pound
livre sterling,1937,fiji,sterling pound
livre sterling,1938,fiji,sterling pound
russian silver rubles,1840,finland,russian ruble
russian silver rubles,1841,finland,russian ruble
russian silver rubles,1842,finland,russian ruble
russian silver rubles,1843,finland,russian ruble
russian silver rubles,1844,finland,russian ruble
russian silver rubles,1845,finland,russian ruble
